TIME;TEMP;HUM
2020-01-01 14:01:06;20.4;41.6
2020-01-01 14:01:07;20.5;41.4
2020-01-01 14:01:08;20.5;41.2
2020-01-01 14:01:09;20.6;41.2
2020-01-01 14:01:10;20.5;41.4
2020-01-01 14:01:11;20.4;41.2
2020-01-01 14:01:12;20.3;41.2
2020-01-01 14:01:13;20.4;41.2
2020-01-01 14:01:14;20.3;41.0
2020-01-01 14:01:15;20.4;41.2
2020-01-01 14:01:16;20.5;41.4
2020-01-01 14:01:17;20.4;41.4
2020-01-01 14:01:18;20.3;41.4
2020-01-01 14:01:19;20.3;41.6
2020-01-01 14:01:20;20.4;41.8
2020-01-01 14:01:21;20.5;41.6
2020-01-01 14:01:22;20.5;41.8
2020-01-01 14:01:23;20.6;41.8
2020-01-01 14:01:24;20.6;41.6
2020-01-01 14:01:25;20.6;41.8
2020-01-01 14:01:26;20.5;41.6
2020-01-01 14:01:27;20.6;41.4
2020-01-01 14:01:28;20.7;41.6
2020-01-01 14:01:29;20.6;41.6
2020-01-01 14:01:30;20.7;41.4
2020-01-01 14:01:31;20.6;41.2
2020-01-01 14:01:32;20.5;41.0
2020-01-01 14:01:33;20.4;40.8
2020-01-01 14:01:34;20.3;40.6
2020-01-01 14:01:35;20.4;40.4
2020-01-01 14:01:36;20.3;40.2
2020-01-01 14:01:37;20.2;40.4
2020-01-01 14:01:38;20.1;40.4
2020-01-01 14:01:39;20.2;40.2
2020-01-01 14:01:40;20.3;40.2
2020-01-01 14:01:41;20.2;40.0
2020-01-01 14:01:42;20.3;39.8
2020-01-01 14:01:43;20.2;40.0
2020-01-01 14:01:44;20.2;39.8
2020-01-01 14:01:45;20.3;39.8
2020-01-01 14:01:46;20.2;40.0
2020-01-01 14:01:47;20.3;40.2
2020-01-01 14:01:48;20.3;40.0
2020-01-01 14:01:49;20.2;39.8
2020-01-01 14:01:50;20.1;39.6
2020-01-01 14:01:51;20.0;39.6
2020-01-01 14:01:52;20.1;39.4
2020-01-01 14:01:53;20.0;39.6
2020-01-01 14:01:54;19.9;39.6
2020-01-01 14:01:55;20.0;39.8
2020-01-01 14:01:56;19.9;39.8
2020-01-01 14:01:57;19.8;39.6
2020-01-01 14:01:58;19.8;39.4
2020-01-01 14:01:59;19.9;39.2
2020-01-01 14:02:00;19.9;39.0
2020-01-01 14:02:01;19.9;39.0
2020-01-01 14:02:02;19.9;39.2
2020-01-01 14:02:03;20.0;39.2
2020-01-01 14:02:04;19.9;39.2
2020-01-01 14:02:05;19.8;39.2
2020-01-01 14:02:06;19.9;39.0
2020-01-01 14:02:07;20.0;39.0
2020-01-01 14:02:08;19.9;38.8
2020-01-01 14:02:09;20.0;39.0
2020-01-01 14:02:10;20.1;38.8
2020-01-01 14:02:11;20.2;38.8
2020-01-01 14:02:12;20.2;38.8
2020-01-01 14:02:13;20.1;38.8
2020-01-01 14:02:14;20.0;38.6
2020-01-01 14:02:15;19.9;38.6
2020-01-01 14:02:16;19.8;38.8
2020-01-01 14:02:17;19.9;39.0
2020-01-01 14:02:18;19.9;39.0
2020-01-01 14:02:19;19.8;39.0
2020-01-01 14:02:20;19.9;39.0
2020-01-01 14:02:21;19.8;38.8
2020-01-01 14:02:22;19.9;39.0
2020-01-01 14:02:23;19.9;38.8
2020-01-01 14:02:24;19.9;38.8
2020-01-01 14:02:25;19.8;39.0
2020-01-01 14:02:26;19.9;39.2
2020-01-01 14:02:27;19.9;39.4
2020-01-01 14:02:28;19.9;39.2
2020-01-01 14:02:29;19.8;39.4
2020-01-01 14:02:30;19.8;39.6
2020-01-01 14:02:31;19.9;39.6
2020-01-01 14:02:32;19.8;39.6
2020-01-01 14:02:33;19.9;39.6
2020-01-01 14:02:34;19.8;39.6
2020-01-01 14:02:35;19.9;39.8
2020-01-01 14:02:36;19.8;39.8
2020-01-01 14:02:37;19.8;39.6
2020-01-01 14:02:38;19.7;39.6
2020-01-01 14:02:39;19.8;39.8
2020-01-01 14:02:40;19.8;40.0
2020-01-01 14:02:41;19.9;39.8
2020-01-01 14:02:42;20.0;39.8
2020-01-01 14:02:43;19.9;39.8
2020-01-01 14:02:44;19.9;40.0
2020-01-01 14:02:45;20.0;39.8
2020-01-01 14:02:46;20.0;39.8
2020-01-01 14:02:47;20.1;39.6
2020-01-01 14:02:48;20.2;39.4
2020-01-01 14:02:49;20.1;39.4
2020-01-01 14:02:50;20.0;39.2
2020-01-01 14:02:51;20.0;39.0
2020-01-01 14:02:52;20.0;39.0
2020-01-01 14:02:53;19.9;39.0
2020-01-01 14:02:54;19.9;38.8
2020-01-01 14:02:55;19.8;39.0
2020-01-01 14:02:56;19.8;38.8
2020-01-01 14:02:57;19.9;38.8
2020-01-01 14:02:58;20.0;38.8
2020-01-01 14:02:59;20.1;38.8
2020-01-01 14:03:00;20.2;39.0
2020-01-01 14:03:01;20.2;39.2
2020-01-01 14:03:02;20.1;39.0
2020-01-01 14:03:03;20.2;38.8
2020-01-01 14:03:04;20.2;38.6
2020-01-01 14:03:05;20.3;38.4
2020-01-01 14:03:06;20.4;38.2
2020-01-01 14:03:07;20.3;38.2
2020-01-01 14:03:08;20.4;38.2
2020-01-01 14:03:09;20.5;38.0
2020-01-01 14:03:10;20.4;37.8
2020-01-01 14:03:11;20.3;37.6
2020-01-01 14:03:12;20.4;37.4
2020-01-01 14:03:13;20.4;37.4
2020-01-01 14:03:14;20.5;37.6
2020-01-01 14:03:15;20.5;37.4
2020-01-01 14:03:16;20.4;37.4
2020-01-01 14:03:17;20.5;37.2
2020-01-01 14:03:18;20.5;37.0
2020-01-01 14:03:19;20.4;36.8
2020-01-01 14:03:20;20.4;37.0
2020-01-01 14:03:21;20.3;36.8
2020-01-01 14:03:22;20.2;36.6
2020-01-01 14:03:23;20.1;36.4
2020-01-01 14:03:24;20.0;36.199999999999996
2020-01-01 14:03:25;20.0;36.199999999999996
2020-01-01 14:03:26;19.9;36.0
2020-01-01 14:03:27;19.8;36.2
2020-01-01 14:03:28;19.8;36.2
2020-01-01 14:03:29;19.9;36.2
2020-01-01 14:03:30;19.9;36.4
2020-01-01 14:03:31;19.8;36.6
2020-01-01 14:03:32;19.9;36.8
2020-01-01 14:03:33;19.9;36.8
2020-01-01 14:03:34;19.8;36.8
2020-01-01 14:03:35;19.8;36.8
2020-01-01 14:03:36;19.7;36.6
2020-01-01 14:03:37;19.8;36.8
2020-01-01 14:03:38;19.9;36.8
2020-01-01 14:03:39;20.0;37.0
2020-01-01 14:03:40;20.1;37.2
2020-01-01 14:03:41;20.1;37.2
2020-01-01 14:03:42;20.0;37.0
2020-01-01 14:03:43;20.0;37.0
2020-01-01 14:03:44;20.1;37.2
2020-01-01 14:03:45;20.1;37.4
2020-01-01 14:03:46;20.0;37.6
2020-01-01 14:03:47;20.0;37.4
2020-01-01 14:03:48;19.9;37.4
2020-01-01 14:03:49;19.8;37.4
2020-01-01 14:03:50;19.9;37.6
2020-01-01 14:03:51;19.9;37.8
2020-01-01 14:03:52;20.0;37.8
2020-01-01 14:03:53;20.0;38.0
2020-01-01 14:03:54;20.0;37.8
2020-01-01 14:03:55;20.0;38.0
2020-01-01 14:03:56;19.9;38.0
2020-01-01 14:03:57;19.9;38.2
2020-01-01 14:03:58;19.9;38.4
2020-01-01 14:03:59;20.0;38.4
2020-01-01 14:04:00;20.1;38.4
2020-01-01 14:04:01;20.2;38.2
2020-01-01 14:04:02;20.2;38.0
2020-01-01 14:04:03;20.2;38.2
2020-01-01 14:04:04;20.2;38.2
2020-01-01 14:04:05;20.1;38.4
2020-01-01 14:04:06;20.1;38.4
2020-01-01 14:04:07;20.0;38.2
2020-01-01 14:04:08;19.9;38.2
2020-01-01 14:04:09;20.0;38.0
2020-01-01 14:04:10;19.9;38.2
2020-01-01 14:04:11;20.0;38.0
2020-01-01 14:04:12;20.0;38.2
2020-01-01 14:04:13;20.0;38.0
2020-01-01 14:04:14;20.1;37.8
2020-01-01 14:04:15;20.1;37.6
2020-01-01 14:04:16;20.1;37.4
2020-01-01 14:04:17;20.1;37.4
2020-01-01 14:04:18;20.2;37.4
2020-01-01 14:04:19;20.2;37.6
2020-01-01 14:04:20;20.1;37.8
2020-01-01 14:04:21;20.0;37.8
2020-01-01 14:04:22;20.1;37.8
2020-01-01 14:04:23;20.1;37.8
2020-01-01 14:04:24;20.2;38.0
2020-01-01 14:04:25;20.1;38.2
2020-01-01 14:04:26;20.1;38.2
2020-01-01 14:04:27;20.2;38.0
2020-01-01 14:04:28;20.3;38.2
2020-01-01 14:04:29;20.4;38.2
2020-01-01 14:04:30;20.3;38.4
2020-01-01 14:04:31;20.3;38.6
2020-01-01 14:04:32;20.3;38.4
2020-01-01 14:04:33;20.2;38.6
2020-01-01 14:04:34;20.2;38.8
2020-01-01 14:04:35;20.1;38.6
2020-01-01 14:04:36;20.0;38.4
2020-01-01 14:04:37;19.9;38.2
2020-01-01 14:04:38;19.9;38.4
2020-01-01 14:04:39;19.9;38.4
2020-01-01 14:04:40;20.0;38.4
2020-01-01 14:04:41;20.1;38.4
2020-01-01 14:04:42;20.2;38.4
2020-01-01 14:04:43;20.2;38.6
2020-01-01 14:04:44;20.3;38.8
2020-01-01 14:04:45;20.3;38.8
2020-01-01 14:04:46;20.4;38.6
2020-01-01 14:04:47;20.5;38.6
2020-01-01 14:04:48;20.4;38.6
2020-01-01 14:04:49;20.5;38.4
2020-01-01 14:04:50;20.6;38.2
2020-01-01 14:04:51;20.7;38.4
2020-01-01 14:04:52;20.8;38.2
2020-01-01 14:04:53;20.9;38.0
2020-01-01 14:04:54;20.9;38.0
2020-01-01 14:04:55;20.8;38.0
2020-01-01 14:04:56;20.9;38.0
2020-01-01 14:04:57;21.0;38.0
2020-01-01 14:04:58;21.1;38.2
2020-01-01 14:04:59;21.2;38.2
2020-01-01 14:05:00;21.1;38.0
2020-01-01 14:05:01;21.2;37.8
2020-01-01 14:05:02;21.1;37.6
2020-01-01 14:05:03;21.1;37.8
2020-01-01 14:05:04;21.1;38.0
2020-01-01 14:05:05;21.2;38.2
2020-01-01 14:05:06;21.3;38.2
2020-01-01 14:05:07;21.2;38.4
2020-01-01 14:05:08;21.3;38.4
2020-01-01 14:05:09;21.3;38.4
2020-01-01 14:05:10;21.4;38.2
2020-01-01 14:05:11;21.3;38.4
2020-01-01 14:05:12;21.3;38.6
2020-01-01 14:05:13;21.3;38.8
2020-01-01 14:05:14;21.2;38.8
2020-01-01 14:05:15;21.3;39.0
2020-01-01 14:05:16;21.3;38.8
2020-01-01 14:05:17;21.4;38.6
2020-01-01 14:05:18;21.5;38.6
2020-01-01 14:05:19;21.4;38.8
2020-01-01 14:05:20;21.4;39.0
2020-01-01 14:05:21;21.3;39.2
2020-01-01 14:05:22;21.4;39.0
2020-01-01 14:05:23;21.4;39.2
2020-01-01 14:05:24;21.4;39.4
2020-01-01 14:05:25;21.3;39.2
2020-01-01 14:05:26;21.3;39.2
2020-01-01 14:05:27;21.2;39.0
2020-01-01 14:05:28;21.3;38.8
2020-01-01 14:05:29;21.4;38.6
2020-01-01 14:05:30;21.3;38.4
2020-01-01 14:05:31;21.3;38.4
2020-01-01 14:05:32;21.4;38.4
2020-01-01 14:05:33;21.3;38.4
2020-01-01 14:05:34;21.2;38.6
2020-01-01 14:05:35;21.1;38.8
2020-01-01 14:05:36;21.0;38.6
2020-01-01 14:05:37;20.9;38.8
2020-01-01 14:05:38;20.9;39.0
2020-01-01 14:05:39;20.8;39.0
2020-01-01 14:05:40;20.7;39.2
2020-01-01 14:05:41;20.8;39.0
2020-01-01 14:05:42;20.9;39.2
2020-01-01 14:05:43;21.0;39.4
2020-01-01 14:05:44;21.0;39.2
2020-01-01 14:05:45;21.0;39.0
2020-01-01 14:05:46;21.0;38.8
2020-01-01 14:05:47;21.1;38.8
2020-01-01 14:05:48;21.2;39.0
2020-01-01 14:05:49;21.3;39.0
2020-01-01 14:05:50;21.3;39.2
2020-01-01 14:05:51;21.2;39.4
2020-01-01 14:05:52;21.1;39.4
2020-01-01 14:05:53;21.1;39.6
2020-01-01 14:05:54;21.2;39.6
2020-01-01 14:05:55;21.1;39.4
2020-01-01 14:05:56;21.0;39.4
2020-01-01 14:05:57;20.9;39.4
2020-01-01 14:05:58;20.8;39.4
2020-01-01 14:05:59;20.8;39.6
2020-01-01 14:06:00;20.9;39.4
2020-01-01 14:06:01;20.9;39.2
2020-01-01 14:06:02;20.9;39.0
2020-01-01 14:06:03;21.0;39.2
2020-01-01 14:06:04;20.9;39.0
2020-01-01 14:06:05;21.0;39.0
2020-01-01 14:06:06;21.1;38.8
2020-01-01 14:06:07;21.2;38.8
2020-01-01 14:06:08;21.3;39.0
2020-01-01 14:06:09;21.3;39.0
2020-01-01 14:06:10;21.3;38.8
2020-01-01 14:06:11;21.2;38.8
2020-01-01 14:06:12;21.2;38.6
2020-01-01 14:06:13;21.2;38.4
2020-01-01 14:06:14;21.3;38.6
2020-01-01 14:06:15;21.4;38.6
2020-01-01 14:06:16;21.3;38.4
2020-01-01 14:06:17;21.4;38.2
2020-01-01 14:06:18;21.5;38.0
2020-01-01 14:06:19;21.4;37.8
2020-01-01 14:06:20;21.5;38.0
2020-01-01 14:06:21;21.6;38.2
2020-01-01 14:06:22;21.6;38.4
2020-01-01 14:06:23;21.7;38.4
2020-01-01 14:06:24;21.8;38.6
2020-01-01 14:06:25;21.900000000000002;38.4
2020-01-01 14:06:26;22.0;38.4
2020-01-01 14:06:27;22.0;38.6
2020-01-01 14:06:28;21.9;38.6
2020-01-01 14:06:29;21.8;38.8
2020-01-01 14:06:30;21.7;38.8
2020-01-01 14:06:31;21.7;38.6
2020-01-01 14:06:32;21.6;38.6
2020-01-01 14:06:33;21.6;38.4
2020-01-01 14:06:34;21.5;38.2
2020-01-01 14:06:35;21.4;38.0
2020-01-01 14:06:36;21.3;38.2
2020-01-01 14:06:37;21.2;38.2
2020-01-01 14:06:38;21.3;38.2
2020-01-01 14:06:39;21.2;38.4
2020-01-01 14:06:40;21.1;38.4
2020-01-01 14:06:41;21.1;38.2
2020-01-01 14:06:42;21.1;38.4
2020-01-01 14:06:43;21.0;38.4
2020-01-01 14:06:44;21.0;38.6
2020-01-01 14:06:45;21.0;38.6
2020-01-01 14:06:46;21.0;38.6
2020-01-01 14:06:47;21.0;38.4
2020-01-01 14:06:48;21.0;38.6
2020-01-01 14:06:49;20.9;38.6
2020-01-01 14:06:50;21.0;38.4
2020-01-01 14:06:51;20.9;38.4
2020-01-01 14:06:52;20.9;38.4
2020-01-01 14:06:53;21.0;38.4
2020-01-01 14:06:54;21.1;38.4
2020-01-01 14:06:55;21.1;38.2
2020-01-01 14:06:56;21.1;38.0
2020-01-01 14:06:57;21.0;38.2
2020-01-01 14:06:58;20.9;38.2
2020-01-01 14:06:59;20.9;38.4
2020-01-01 14:07:00;21.0;38.6
2020-01-01 14:07:01;21.1;38.6
2020-01-01 14:07:02;21.1;38.4
2020-01-01 14:07:03;21.2;38.6
2020-01-01 14:07:04;21.3;38.8
2020-01-01 14:07:05;21.3;38.8
2020-01-01 14:07:06;21.3;38.6
2020-01-01 14:07:07;21.2;38.6
2020-01-01 14:07:08;21.2;38.4
2020-01-01 14:07:09;21.2;38.4
2020-01-01 14:07:10;21.2;38.4
2020-01-01 14:07:11;21.2;38.4
2020-01-01 14:07:12;21.3;38.2
2020-01-01 14:07:13;21.2;38.2
2020-01-01 14:07:14;21.1;38.4
2020-01-01 14:07:15;21.0;38.4
2020-01-01 14:07:16;20.9;38.4
2020-01-01 14:07:17;21.0;38.4
2020-01-01 14:07:18;20.9;38.2
2020-01-01 14:07:19;20.9;38.4
2020-01-01 14:07:20;20.9;38.2
2020-01-01 14:07:21;21.0;38.4
2020-01-01 14:07:22;21.1;38.6
2020-01-01 14:07:23;21.0;38.8
2020-01-01 14:07:24;21.1;38.8
2020-01-01 14:07:25;21.1;39.0
2020-01-01 14:07:26;21.1;38.8
2020-01-01 14:07:27;21.2;39.0
2020-01-01 14:07:28;21.3;39.2
2020-01-01 14:07:29;21.2;39.2
2020-01-01 14:07:30;21.2;39.2
2020-01-01 14:07:31;21.3;39.2
2020-01-01 14:07:32;21.2;39.0
2020-01-01 14:07:33;21.2;39.2
2020-01-01 14:07:34;21.3;39.2
2020-01-01 14:07:35;21.2;39.4
2020-01-01 14:07:36;21.1;39.2
2020-01-01 14:07:37;21.2;39.4
2020-01-01 14:07:38;21.2;39.4
2020-01-01 14:07:39;21.2;39.6
2020-01-01 14:07:40;21.2;39.4
2020-01-01 14:07:41;21.3;39.4
2020-01-01 14:07:42;21.2;39.4
2020-01-01 14:07:43;21.1;39.4
2020-01-01 14:07:44;21.1;39.2
2020-01-01 14:07:45;21.1;39.2
2020-01-01 14:07:46;21.0;39.0
2020-01-01 14:07:47;20.9;39.0
2020-01-01 14:07:48;20.8;39.2
2020-01-01 14:07:49;20.7;39.2
2020-01-01 14:07:50;20.7;39.2
2020-01-01 14:07:51;20.8;39.2
2020-01-01 14:07:52;20.7;39.4
2020-01-01 14:07:53;20.7;39.2
2020-01-01 14:07:54;20.7;39.2
2020-01-01 14:07:55;20.8;39.4
2020-01-01 14:07:56;20.7;39.4
2020-01-01 14:07:57;20.6;39.6
2020-01-01 14:07:58;20.7;39.4
2020-01-01 14:07:59;20.7;39.2
2020-01-01 14:08:00;20.8;39.2
2020-01-01 14:08:01;20.7;39.4
2020-01-01 14:08:02;20.7;39.4
2020-01-01 14:08:03;20.7;39.2
2020-01-01 14:08:04;20.7;39.4
2020-01-01 14:08:05;20.7;39.2
2020-01-01 14:08:06;20.6;39.0
2020-01-01 14:08:07;20.5;38.8
2020-01-01 14:08:08;20.5;39.0
2020-01-01 14:08:09;20.6;39.2
2020-01-01 14:08:10;20.5;39.4
2020-01-01 14:08:11;20.5;39.4
2020-01-01 14:08:12;20.4;39.6
2020-01-01 14:08:13;20.3;39.4
2020-01-01 14:08:14;20.3;39.2
2020-01-01 14:08:15;20.4;39.4
2020-01-01 14:08:16;20.5;39.4
2020-01-01 14:08:17;20.5;39.4
2020-01-01 14:08:18;20.6;39.2
2020-01-01 14:08:19;20.7;39.2
2020-01-01 14:08:20;20.7;39.0
2020-01-01 14:08:21;20.6;39.2
2020-01-01 14:08:22;20.5;39.2
2020-01-01 14:08:23;20.5;39.0
2020-01-01 14:08:24;20.5;38.8
2020-01-01 14:08:25;20.5;38.6
2020-01-01 14:08:26;20.5;38.4
2020-01-01 14:08:27;20.6;38.4
2020-01-01 14:08:28;20.7;38.2
2020-01-01 14:08:29;20.8;38.2
2020-01-01 14:08:30;20.8;38.0
2020-01-01 14:08:31;20.9;38.2
2020-01-01 14:08:32;20.8;38.0
2020-01-01 14:08:33;20.7;37.8
2020-01-01 14:08:34;20.7;37.6
2020-01-01 14:08:35;20.6;37.6
2020-01-01 14:08:36;20.6;37.6
2020-01-01 14:08:37;20.5;37.4
2020-01-01 14:08:38;20.5;37.4
2020-01-01 14:08:39;20.4;37.4
2020-01-01 14:08:40;20.4;37.4
2020-01-01 14:08:41;20.3;37.2
2020-01-01 14:08:42;20.2;37.4
2020-01-01 14:08:43;20.3;37.6
2020-01-01 14:08:44;20.4;37.4
2020-01-01 14:08:45;20.4;37.4
2020-01-01 14:08:46;20.4;37.4
2020-01-01 14:08:47;20.5;37.4
2020-01-01 14:08:48;20.4;37.4
2020-01-01 14:08:49;20.3;37.6
2020-01-01 14:08:50;20.4;37.4
2020-01-01 14:08:51;20.5;37.6
2020-01-01 14:08:52;20.4;37.8
2020-01-01 14:08:53;20.4;37.6
2020-01-01 14:08:54;20.5;37.6
2020-01-01 14:08:55;20.5;37.6
2020-01-01 14:08:56;20.6;37.6
2020-01-01 14:08:57;20.5;37.6
2020-01-01 14:08:58;20.6;37.8
2020-01-01 14:08:59;20.5;37.8
2020-01-01 14:09:00;20.4;37.6
2020-01-01 14:09:01;20.5;37.8
2020-01-01 14:09:02;20.6;37.6
2020-01-01 14:09:03;20.7;37.6
2020-01-01 14:09:04;20.6;37.4
2020-01-01 14:09:05;20.6;37.2
2020-01-01 14:09:06;20.5;37.2
2020-01-01 14:09:07;20.5;37.2
2020-01-01 14:09:08;20.6;37.4
2020-01-01 14:09:09;20.6;37.6
2020-01-01 14:09:10;20.7;37.4
2020-01-01 14:09:11;20.8;37.4
2020-01-01 14:09:12;20.9;37.6
2020-01-01 14:09:13;20.8;37.4
2020-01-01 14:09:14;20.7;37.4
2020-01-01 14:09:15;20.7;37.4
2020-01-01 14:09:16;20.8;37.2
2020-01-01 14:09:17;20.9;37.0
2020-01-01 14:09:18;20.8;37.0
2020-01-01 14:09:19;20.9;36.8
2020-01-01 14:09:20;21.0;37.0
2020-01-01 14:09:21;21.0;36.8
2020-01-01 14:09:22;21.0;37.0
2020-01-01 14:09:23;20.9;36.8
2020-01-01 14:09:24;21.0;37.0
2020-01-01 14:09:25;20.9;37.0
2020-01-01 14:09:26;21.0;37.0
2020-01-01 14:09:27;20.9;37.0
2020-01-01 14:09:28;20.9;37.0
2020-01-01 14:09:29;20.8;37.2
2020-01-01 14:09:30;20.7;37.0
2020-01-01 14:09:31;20.7;37.2
2020-01-01 14:09:32;20.8;37.0
2020-01-01 14:09:33;20.9;37.2
2020-01-01 14:09:34;20.9;37.4
2020-01-01 14:09:35;21.0;37.4
2020-01-01 14:09:36;21.1;37.2
2020-01-01 14:09:37;21.1;37.2
2020-01-01 14:09:38;21.0;37.0
2020-01-01 14:09:39;21.1;36.8
2020-01-01 14:09:40;21.1;37.0
2020-01-01 14:09:41;21.2;37.0
2020-01-01 14:09:42;21.2;37.0
2020-01-01 14:09:43;21.1;37.0
2020-01-01 14:09:44;21.2;37.0
2020-01-01 14:09:45;21.2;36.8
2020-01-01 14:09:46;21.1;37.0
2020-01-01 14:09:47;21.1;37.0
2020-01-01 14:09:48;21.0;36.8
2020-01-01 14:09:49;20.9;36.8
2020-01-01 14:09:50;20.9;36.6
2020-01-01 14:09:51;20.8;36.8
2020-01-01 14:09:52;20.8;37.0
2020-01-01 14:09:53;20.9;36.8
2020-01-01 14:09:54;21.0;36.6
2020-01-01 14:09:55;21.0;36.6
2020-01-01 14:09:56;21.1;36.6
2020-01-01 14:09:57;21.1;36.4
2020-01-01 14:09:58;21.2;36.2
2020-01-01 14:09:59;21.1;36.4
2020-01-01 14:10:00;21.2;36.2
2020-01-01 14:10:01;21.2;36.0
2020-01-01 14:10:02;21.1;35.8
2020-01-01 14:10:03;21.2;35.6
2020-01-01 14:10:04;21.2;35.6
2020-01-01 14:10:05;21.3;35.4
2020-01-01 14:10:06;21.4;35.199999999999996
2020-01-01 14:10:07;21.4;35.199999999999996
2020-01-01 14:10:08;21.3;35.4
2020-01-01 14:10:09;21.3;35.199999999999996
2020-01-01 14:10:10;21.4;35.199999999999996
2020-01-01 14:10:11;21.5;35.4
2020-01-01 14:10:12;21.4;35.6
2020-01-01 14:10:13;21.4;35.8
2020-01-01 14:10:14;21.3;35.8
2020-01-01 14:10:15;21.4;35.6
2020-01-01 14:10:16;21.4;35.4
2020-01-01 14:10:17;21.5;35.6
2020-01-01 14:10:18;21.4;35.6
2020-01-01 14:10:19;21.5;35.8
2020-01-01 14:10:20;21.5;35.6
2020-01-01 14:10:21;21.5;35.8
2020-01-01 14:10:22;21.5;35.6
2020-01-01 14:10:23;21.6;35.8
2020-01-01 14:10:24;21.5;35.8
2020-01-01 14:10:25;21.4;35.6
2020-01-01 14:10:26;21.5;35.8
2020-01-01 14:10:27;21.4;36.0
2020-01-01 14:10:28;21.3;35.8
2020-01-01 14:10:29;21.4;35.6
2020-01-01 14:10:30;21.3;35.4
2020-01-01 14:10:31;21.4;35.4
2020-01-01 14:10:32;21.4;35.6
2020-01-01 14:10:33;21.5;35.8
2020-01-01 14:10:34;21.6;36.0
2020-01-01 14:10:35;21.6;35.8
2020-01-01 14:10:36;21.5;36.0
2020-01-01 14:10:37;21.5;36.2
2020-01-01 14:10:38;21.6;36.2
2020-01-01 14:10:39;21.7;36.0
2020-01-01 14:10:40;21.7;35.8
2020-01-01 14:10:41;21.6;35.6
2020-01-01 14:10:42;21.7;35.6
2020-01-01 14:10:43;21.6;35.6
2020-01-01 14:10:44;21.7;35.4
2020-01-01 14:10:45;21.7;35.199999999999996
2020-01-01 14:10:46;21.8;35.4
2020-01-01 14:10:47;21.8;35.4
2020-01-01 14:10:48;21.8;35.4
2020-01-01 14:10:49;21.7;35.6
2020-01-01 14:10:50;21.6;35.6
2020-01-01 14:10:51;21.5;35.4
2020-01-01 14:10:52;21.5;35.6
2020-01-01 14:10:53;21.5;35.4
2020-01-01 14:10:54;21.5;35.6
2020-01-01 14:10:55;21.5;35.4
2020-01-01 14:10:56;21.5;35.199999999999996
2020-01-01 14:10:57;21.5;35.199999999999996
2020-01-01 14:10:58;21.5;35.4
2020-01-01 14:10:59;21.4;35.199999999999996
2020-01-01 14:11:00;21.4;35.4
2020-01-01 14:11:01;21.5;35.6
2020-01-01 14:11:02;21.5;35.8
