transaction_id,line_nr,customer_id,product_id,transaction_date,quantity,price,total
TX-2141169540,3,CST-6085547380,PRD-1467670880,2023-01-01,3,0.99,2.97
TX-2141169540,4,CST-6085547380,PRD-5499729245,2023-01-01,2,14.17,28.34
TX-2141169540,5,CST-6085547380,PRD-5499729245,2023-01-01,1,14.17,14.17
TX-1986537817,1,CST-7337902765,PRD-2379449757,2023-01-01,2,0.99,1.98
TX-1986537817,2,CST-7337902765,PRD-6730097512,2023-01-01,1,1.39,1.39
TX-1986537817,3,CST-7337902765,PRD-7832268154,2023-01-01,1,1.19,1.19
TX-1986537817,4,CST-7337902765,PRD-4243567932,2023-01-01,1,1.19,1.19
TX-9499693486,1,CST-4213258477,PRD-2154404090,2023-01-01,2,2.99,5.98
TX-9499693486,2,CST-4213258477,PRD-0873188194,2023-01-01,2,1.59,3.18
TX-6236574950,1,CST-8173757628,PRD-8955809870,2023-01-01,4,5.29,21.16
TX-6236574950,2,CST-8173757628,PRD-3511729810,2023-01-01,2,0.79,1.58
TX-6236574950,3,CST-8173757628,PRD-9754799456,2023-01-01,1,2.49,2.49
TX-7953231861,1,CST-8267083638,PRD-2003172735,2023-01-01,1,0.69,0.69
TX-7953231861,2,CST-8267083638,PRD-2003172735,2023-01-01,5,0.69,3.45
TX-7953231861,3,CST-8267083638,PRD-0873188194,2023-01-01,7,1.59,11.13
TX-1156207318,1,CST-2320508328,PRD-5499729245,2023-01-01,4,14.17,56.68
TX-1156207318,2,CST-2320508328,PRD-9201717665,2023-01-01,2,1.29,2.58
TX-1156207318,3,CST-2320508328,PRD-6765766263,2023-01-01,1,2.99,2.99
TX-8546288112,1,CST-7260515029,PRD-6369560548,2023-01-01,7,2.09,14.63
TX-8546288112,2,CST-7260515029,PRD-4243567932,2023-01-01,2,1.19,2.38
TX-8546288112,3,CST-7260515029,PRD-2433643525,2023-01-01,1,6.49,6.49
TX-9953454443,1,CST-8730153583,PRD-2433643525,2023-01-01,2,6.49,12.98
TX-9953454443,2,CST-8730153583,PRD-0873188194,2023-01-01,1,1.59,1.59
TX-6070473185,1,CST-2936729906,PRD-6765766263,2023-01-01,1,2.99,2.99
TX-8735998364,1,CST-3012670077,PRD-9201717665,2023-01-01,2,1.29,2.58
TX-8735998364,2,CST-3012670077,PRD-2983486300,2023-01-01,3,1.19,3.57
TX-8735998364,3,CST-3012670077,PRD-7832268154,2023-01-01,1,1.19,1.19
TX-8735998364,4,CST-3012670077,PRD-2154404090,2023-01-01,2,2.99,5.98
TX-3678172866,1,CST-5274423253,PRD-1467670880,2023-01-01,3,0.99,2.97
TX-3678172866,2,CST-5274423253,PRD-0873188194,2023-01-01,2,1.59,3.18
TX-3678172866,3,CST-5274423253,PRD-5499729245,2023-01-01,1,14.17,14.17
TX-3487559564,1,CST-2325114562,PRD-8955809870,2023-01-01,4,5.29,21.16
TX-3487559564,2,CST-2325114562,PRD-2153058415,2023-01-01,2,2.79,5.58
TX-3487559564,3,CST-2325114562,PRD-3592204158,2023-01-01,1,6.99,6.99
TX-4785912985,1,CST-8962097677,PRD-3212965604,2023-01-01,1,2.79,2.79
TX-4778279180,1,CST-2320508328,PRD-2379449757,2023-01-01,3,0.99,2.97
TX-6603364953,1,CST-0432188067,PRD-9201717665,2023-01-01,1,1.29,1.29
TX-6603364953,2,CST-0432188067,PRD-3592204158,2023-01-01,1,6.99,6.99
TX-7633079290,1,CST-0934890912,PRD-9201717665,2023-01-01,2,1.29,2.58
TX-7633079290,2,CST-0934890912,PRD-8485924360,2023-01-01,3,1.29,3.87
TX-7633079290,3,CST-0934890912,PRD-6369560548,2023-01-01,1,2.09,2.09
TX-7633079290,4,CST-0934890912,PRD-5499729245,2023-01-01,1,14.17,14.17
TX-6117433160,1,CST-7337902765,PRD-5436586436,2023-01-01,3,1.29,3.87
TX-6117433160,2,CST-7337902765,PRD-6369560548,2023-01-01,1,2.09,2.09
TX-6117433160,3,CST-7337902765,PRD-4243567932,2023-01-01,1,1.19,1.19
TX-6123851835,1,CST-8666974335,PRD-1467670880,2023-01-01,4,0.99,3.96
TX-6123851835,2,CST-8666974335,PRD-2154404090,2023-01-01,1,2.99,2.99
TX-2792240215,1,CST-1031193557,PRD-2003172735,2023-01-01,3,0.69,2.07
TX-2792240215,2,CST-1031193557,PRD-2379449757,2023-01-01,1,0.99,0.99
TX-2792240215,3,CST-1031193557,PRD-2379449757,2023-01-01,2,0.99,1.98
TX-2792240215,4,CST-1031193557,PRD-5436586436,2023-01-01,1,1.29,1.29
TX-2792240215,5,CST-1031193557,PRD-0873188194,2023-01-01,4,1.59,6.36
TX-9921307821,1,CST-3391685391,PRD-2379449757,2023-01-01,1,0.99,0.99
TX-1847688699,1,CST-8079596114,PRD-5436586436,2023-01-01,1,1.29,1.29
TX-9967015693,1,CST-9954993615,PRD-2154404090,2023-01-01,2,2.99,5.98
TX-9967015693,2,CST-9954993615,PRD-6730097512,2023-01-01,1,1.39,1.39
TX-7117655740,1,CST-6444728387,PRD-6765766263,2023-01-01,2,2.99,5.98
TX-7117655740,2,CST-6444728387,PRD-2379449757,2023-01-01,1,0.99,0.99
TX-7117655740,3,CST-6444728387,PRD-3511729810,2023-01-01,1,0.79,0.79
TX-7117655740,4,CST-6444728387,PRD-8485924360,2023-01-01,2,1.29,2.58
TX-6131110961,1,CST-8593315841,PRD-6765766263,2023-01-01,2,2.99,5.98
TX-6131110961,2,CST-8593315841,PRD-3592204158,2023-01-01,2,6.99,13.98
TX-6131110961,3,CST-8593315841,PRD-2983486300,2023-01-01,2,1.19,2.38
TX-6131110961,4,CST-8593315841,PRD-9201717665,2023-01-01,1,1.29,1.29
TX-9074214620,1,CST-1350340646,PRD-2379449757,2023-01-01,2,0.99,1.98
TX-9074214620,2,CST-1350340646,PRD-2003172735,2023-01-01,1,0.69,0.69
TX-9074214620,3,CST-1350340646,PRD-5499729245,2023-01-01,1,14.17,14.17
TX-5953910917,1,CST-5533816151,PRD-6765766263,2023-01-01,1,2.99,2.99
TX-5953910917,2,CST-5533816151,PRD-2433643525,2023-01-01,1,6.49,6.49
TX-5953910917,3,CST-5533816151,PRD-8955809870,2023-01-01,1,5.29,5.29
TX-5953910917,4,CST-5533816151,PRD-2379449757,2023-01-01,2,0.99,1.98
TX-5953910917,5,CST-5533816151,PRD-3212965604,2023-01-01,3,2.79,8.37
TX-7601225346,1,CST-5557700094,PRD-7832268154,2023-01-01,2,1.19,2.38
TX-7601225346,2,CST-5557700094,PRD-3511729810,2023-01-01,1,0.79,0.79
TX-7601225346,3,CST-5557700094,PRD-2003172735,2023-01-01,1,0.69,0.69
TX-2894260045,1,CST-9442967474,PRD-3212965604,2023-01-01,3,2.79,8.37
TX-2894260045,2,CST-9442967474,PRD-8485924360,2023-01-01,1,1.29,1.29
TX-2894260045,3,CST-9442967474,PRD-6765766263,2023-01-01,1,2.99,2.99
TX-2894260045,4,CST-9442967474,PRD-2154404090,2023-01-01,1,2.99,2.99
TX-1801945515,1,CST-8962097677,PRD-6369560548,2023-01-01,1,2.09,2.09
TX-1801945515,2,CST-8962097677,PRD-3592204158,2023-01-01,3,6.99,20.97
TX-8577360525,1,CST-9285674683,PRD-8485924360,2023-01-01,1,1.29,1.29
TX-8577360525,2,CST-9285674683,PRD-6369560548,2023-01-01,1,2.09,2.09
TX-8577360525,3,CST-9285674683,PRD-8955809870,2023-01-01,1,5.29,5.29
TX-3484078128,1,CST-2936729906,PRD-3212965604,2023-01-01,1,2.79,2.79
TX-3484078128,2,CST-2936729906,PRD-2153058415,2023-01-01,2,2.79,5.58
TX-3484078128,3,CST-2936729906,PRD-8955809870,2023-01-01,1,5.29,5.29
TX-3484078128,4,CST-2936729906,PRD-9754799456,2023-01-01,2,2.49,4.98
TX-4397325965,1,CST-4185144219,PRD-2379449757,2023-01-01,3,0.99,2.97
TX-4397325965,2,CST-4185144219,PRD-3592204158,2023-01-01,2,6.99,13.98
TX-4397325965,3,CST-4185144219,PRD-5436586436,2023-01-01,7,1.29,9.03
TX-5239389001,1,CST-7250585008,PRD-2433643525,2023-01-01,1,6.49,6.49
TX-5239389001,2,CST-7250585008,PRD-2153058415,2023-01-01,7,2.79,19.53
TX-5239389001,3,CST-7250585008,PRD-4243567932,2023-01-01,3,1.19,3.57
TX-5239389001,4,CST-7250585008,PRD-6730097512,2023-01-01,4,1.39,5.56
TX-5239389001,5,CST-7250585008,PRD-6730097512,2023-01-01,1,1.39,1.39
TX-2997719915,1,CST-7740348348,PRD-4243567932,2023-01-01,7,1.19,8.33
TX-9100239491,1,CST-7734825762,PRD-3212965604,2023-01-01,3,2.79,8.37
TX-9100239491,2,CST-7734825762,PRD-9754799456,2023-01-01,1,2.49,2.49
TX-9100239491,3,CST-7734825762,PRD-2003172735,2023-01-01,2,0.69,1.38
TX-1261771582,1,CST-6061463069,PRD-3511729810,2023-01-01,2,0.79,1.58
TX-1261771582,2,CST-6061463069,PRD-1467670880,2023-01-01,2,0.99,1.98
TX-1261771582,3,CST-6061463069,PRD-4243567932,2023-01-01,1,1.19,1.19
TX-7455899106,1,CST-8079596114,PRD-5499729245,2023-01-01,1,14.17,14.17
TX-7455899106,2,CST-8079596114,PRD-4243567932,2023-01-01,4,1.19,4.76
TX-7455899106,3,CST-8079596114,PRD-8485924360,2023-01-01,1,1.29,1.29
TX-7455899106,4,CST-8079596114,PRD-2153058415,2023-01-01,5,2.79,13.95
TX-7455899106,5,CST-8079596114,PRD-6730097512,2023-01-01,1,1.39,1.39
TX-9201502667,1,CST-4566321969,PRD-2339945852,2023-01-01,3,1.99,5.97
TX-2053327597,1,CST-7337902765,PRD-8955809870,2023-01-01,1,5.29,5.29
TX-2053327597,2,CST-7337902765,PRD-5499729245,2023-01-01,2,14.17,28.34
TX-2053327597,3,CST-7337902765,PRD-4243567932,2023-01-01,2,1.19,2.38
TX-2053327597,4,CST-7337902765,PRD-6730097512,2023-01-01,1,1.39,1.39
TX-8517775451,1,CST-4512358973,PRD-5436586436,2023-01-01,4,1.29,5.16
TX-3847158942,1,CST-1908187228,PRD-2154404090,2023-01-01,1,2.99,2.99
TX-0426209533,1,CST-0543615463,PRD-2339945852,2023-01-01,2,1.99,3.98
TX-7866570845,1,CST-1813992459,PRD-5499729245,2023-01-01,1,14.17,14.17
TX-7866570845,2,CST-1813992459,PRD-2026211351,2023-01-01,1,2.75,2.75
TX-8429263977,1,CST-8962097677,PRD-0873188194,2023-01-01,2,1.59,3.18
TX-2001325373,1,CST-7740348348,PRD-6369560548,2023-01-01,1,2.09,2.09
TX-2001325373,2,CST-7740348348,PRD-3592204158,2023-01-01,7,6.99,48.93
TX-0243138934,1,CST-0934890912,PRD-9754799456,2023-01-01,3,2.49,7.47
TX-0243138934,2,CST-0934890912,PRD-4243567932,2023-01-01,1,1.19,1.19
TX-0243138934,3,CST-0934890912,PRD-9754799456,2023-01-01,2,2.49,4.98
TX-9773364594,1,CST-5699276236,PRD-6369560548,2023-01-01,3,2.09,6.27
TX-5628916156,1,CST-8477912257,PRD-9201717665,2023-01-01,2,1.29,2.58
TX-5628916156,2,CST-8477912257,PRD-2379449757,2023-01-01,1,0.99,0.99
TX-9112178743,1,CST-2005664308,PRD-3592204158,2023-01-01,2,6.99,13.98
TX-9112178743,2,CST-2005664308,PRD-2983486300,2023-01-01,7,1.19,8.33
TX-9112178743,3,CST-2005664308,PRD-3212965604,2023-01-01,1,2.79,2.79
TX-9112178743,4,CST-2005664308,PRD-2154404090,2023-01-01,3,2.99,8.97
TX-9112178743,5,CST-2005664308,PRD-0873188194,2023-01-01,3,1.59,4.77
TX-4154388455,1,CST-9157185492,PRD-6765766263,2023-01-01,1,2.99,2.99
TX-4154388455,2,CST-9157185492,PRD-5436586436,2023-01-01,1,1.29,1.29
TX-4154388455,3,CST-9157185492,PRD-3212965604,2023-01-01,1,2.79,2.79
TX-6652523280,1,CST-9110162162,PRD-5436586436,2023-01-01,3,1.29,3.87
TX-2739575374,1,CST-9129228656,PRD-2003172735,2023-01-01,1,0.69,0.69
TX-2739575374,2,CST-9129228656,PRD-2153058415,2023-01-01,1,2.79,2.79
TX-2739575374,3,CST-9129228656,PRD-5436586436,2023-01-01,1,1.29,1.29
TX-8032066253,1,CST-8173757628,PRD-2339945852,2023-01-01,4,1.99,7.96
TX-8032066253,2,CST-8173757628,PRD-4243567932,2023-01-01,1,1.19,1.19
TX-8032066253,3,CST-8173757628,PRD-2153058415,2023-01-01,1,2.79,2.79
TX-5635045949,1,CST-5557700094,PRD-4243567932,2023-01-01,3,1.19,3.57
TX-5635045949,2,CST-5557700094,PRD-9754799456,2023-01-01,1,2.49,2.49
TX-5635045949,3,CST-5557700094,PRD-4243567932,2023-01-01,1,1.19,1.19
TX-3357569890,1,CST-5446924388,PRD-2339945852,2023-01-01,1,1.99,1.99
TX-3357569890,2,CST-5446924388,PRD-6730097512,2023-01-01,1,1.39,1.39
TX-5257485577,1,CST-2590429149,PRD-2003172735,2023-01-01,1,0.69,0.69
TX-4239118280,1,CST-3951623219,PRD-3592204158,2023-01-01,1,6.99,6.99
TX-4239118280,2,CST-3951623219,PRD-1467670880,2023-01-01,1,0.99,0.99
TX-4239118280,3,CST-3951623219,PRD-6765766263,2023-01-01,1,2.99,2.99
TX-4239118280,4,CST-3951623219,PRD-2983486300,2023-01-01,1,1.19,1.19
TX-4239118280,5,CST-3951623219,PRD-4243567932,2023-01-01,1,1.19,1.19
TX-5870372017,1,CST-5042689097,PRD-4243567932,2023-01-01,2,1.19,2.38
TX-5870372017,2,CST-5042689097,PRD-2379449757,2023-01-01,1,0.99,0.99
TX-5870372017,3,CST-5042689097,PRD-5499729245,2023-01-01,2,14.17,28.34
TX-5870372017,4,CST-5042689097,PRD-5436586436,2023-01-01,2,1.29,2.58
TX-1775195344,1,CST-8666974335,PRD-2026211351,2023-01-01,5,2.75,13.75
TX-1775195344,2,CST-8666974335,PRD-2379449757,2023-01-01,6,0.99,5.94
TX-1775195344,3,CST-8666974335,PRD-0873188194,2023-01-01,1,1.59,1.59
TX-5334444294,1,CST-6652070386,PRD-2153058415,2023-01-01,1,2.79,2.79
TX-5334444294,2,CST-6652070386,PRD-6730097512,2023-01-01,2,1.39,2.78
TX-3626559742,1,CST-6411325512,PRD-2153058415,2023-01-01,1,2.79,2.79
TX-3626559742,2,CST-6411325512,PRD-2026211351,2023-01-01,1,2.75,2.75
TX-3626559742,3,CST-6411325512,PRD-2433643525,2023-01-01,1,6.49,6.49
TX-3626559742,4,CST-6411325512,PRD-0873188194,2023-01-01,6,1.59,9.54
TX-4161498998,1,CST-8520146698,PRD-4243567932,2023-01-01,1,1.19,1.19
TX-5399960116,1,CST-5831927729,PRD-2433643525,2023-01-01,2,6.49,12.98
TX-5399960116,2,CST-5831927729,PRD-9754799456,2023-01-01,3,2.49,7.47
TX-6031361307,1,CST-8389209080,PRD-3511729810,2023-01-01,1,0.79,0.79
TX-6031361307,2,CST-8389209080,PRD-3592204158,2023-01-01,1,6.99,6.99
TX-6031361307,3,CST-8389209080,PRD-8485924360,2023-01-01,1,1.29,1.29
TX-4988295655,1,CST-1715775878,PRD-2433643525,2023-01-01,4,6.49,25.96
TX-4988295655,2,CST-1715775878,PRD-2154404090,2023-01-01,2,2.99,5.98
TX-4988295655,3,CST-1715775878,PRD-3212965604,2023-01-01,1,2.79,2.79
TX-4988295655,4,CST-1715775878,PRD-2154404090,2023-01-01,1,2.99,2.99
TX-6547255569,1,CST-5267628178,PRD-6730097512,2023-01-01,7,1.39,9.73
TX-6547255569,2,CST-5267628178,PRD-2433643525,2023-01-01,3,6.49,19.47
TX-8051064034,1,CST-3012670077,PRD-6730097512,2023-01-01,2,1.39,2.78
TX-8051064034,2,CST-3012670077,PRD-9201717665,2023-01-01,2,1.29,2.58
TX-5240602682,1,CST-9419571226,PRD-7832268154,2023-01-01,1,1.19,1.19
TX-2677884029,1,CST-5391533424,PRD-5436586436,2023-01-01,1,1.29,1.29
TX-2677884029,2,CST-5391533424,PRD-6765766263,2023-01-01,1,2.99,2.99
TX-2677884029,3,CST-5391533424,PRD-0873188194,2023-01-01,3,1.59,4.77
TX-6715227649,1,CST-2040926232,PRD-3511729810,2023-01-01,2,0.79,1.58
TX-6715227649,2,CST-2040926232,PRD-2339945852,2023-01-01,1,1.99,1.99
TX-6715227649,3,CST-2040926232,PRD-8485924360,2023-01-01,1,1.29,1.29
TX-6715227649,4,CST-2040926232,PRD-3212965604,2023-01-01,1,2.79,2.79
TX-7437964912,1,CST-0432188067,PRD-4243567932,2023-01-02,1,1.19,1.19
TX-7073535622,1,CST-8696041639,PRD-3212965604,2023-01-02,4,2.79,11.16
TX-7073535622,2,CST-8696041639,PRD-6730097512,2023-01-02,2,1.39,2.78
TX-7073535622,3,CST-8696041639,PRD-3212965604,2023-01-02,2,2.79,5.58
TX-7073535622,4,CST-8696041639,PRD-3592204158,2023-01-02,2,6.99,13.98
TX-7073535622,5,CST-8696041639,PRD-5499729245,2023-01-02,2,14.17,28.34
TX-9481702653,1,CST-6085547380,PRD-2026211351,2023-01-02,2,2.75,5.5
TX-9830995091,1,CST-2945872839,PRD-5436586436,2023-01-02,3,1.29,3.87
TX-9830995091,2,CST-2945872839,PRD-5499729245,2023-01-02,1,14.17,14.17
TX-9830995091,3,CST-2945872839,PRD-9201717665,2023-01-02,4,1.29,5.16
TX-5919685814,1,CST-7338037990,PRD-1467670880,2023-01-02,7,0.99,6.93
TX-5919685814,2,CST-7338037990,PRD-2153058415,2023-01-02,3,2.79,8.37
TX-5919685814,3,CST-7338037990,PRD-6730097512,2023-01-02,4,1.39,5.56
TX-5919685814,4,CST-7338037990,PRD-2379449757,2023-01-02,1,0.99,0.99
TX-5919685814,5,CST-7338037990,PRD-8485924360,2023-01-02,2,1.29,2.58
TX-5008460827,1,CST-7337902765,PRD-7832268154,2023-01-02,2,1.19,2.38
TX-5008460827,2,CST-7337902765,PRD-2026211351,2023-01-02,1,2.75,2.75
TX-8359927143,1,CST-6124089174,PRD-5436586436,2023-01-02,1,1.29,1.29
TX-2503719907,1,CST-7260515029,PRD-2003172735,2023-01-02,2,0.69,1.38
TX-2503719907,2,CST-7260515029,PRD-2026211351,2023-01-02,3,2.75,8.25
TX-2503719907,3,CST-7260515029,PRD-6765766263,2023-01-02,2,2.99,5.98
TX-2503719907,4,CST-7260515029,PRD-2026211351,2023-01-02,2,2.75,5.5
TX-2503719907,5,CST-7260515029,PRD-6369560548,2023-01-02,2,2.09,4.18
TX-5056820565,1,CST-2714699512,PRD-9201717665,2023-01-02,2,1.29,2.58
TX-5056820565,2,CST-2714699512,PRD-6765766263,2023-01-02,1,2.99,2.99
TX-0052623397,1,CST-7140609810,PRD-7832268154,2023-01-02,1,1.19,1.19
TX-0052623397,2,CST-7140609810,PRD-5436586436,2023-01-02,4,1.29,5.16
TX-4620166705,1,CST-8173757628,PRD-8485924360,2023-01-02,7,1.29,9.03
TX-4620166705,2,CST-8173757628,PRD-2153058415,2023-01-02,1,2.79,2.79
TX-7174127924,1,CST-8816164451,PRD-2433643525,2023-01-02,1,6.49,6.49
TX-7174127924,2,CST-8816164451,PRD-2026211351,2023-01-02,1,2.75,2.75
TX-7174127924,3,CST-8816164451,PRD-5436586436,2023-01-02,2,1.29,2.58
TX-7174127924,4,CST-8816164451,PRD-3592204158,2023-01-02,2,6.99,13.98
TX-7174127924,5,CST-8816164451,PRD-2153058415,2023-01-02,1,2.79,2.79
TX-2819346671,1,CST-1350340646,PRD-7832268154,2023-01-02,7,1.19,8.33
TX-2819346671,2,CST-1350340646,PRD-5436586436,2023-01-02,1,1.29,1.29
TX-2819346671,3,CST-1350340646,PRD-3511729810,2023-01-02,1,0.79,0.79
TX-2819346671,4,CST-1350340646,PRD-2983486300,2023-01-02,2,1.19,2.38
TX-2819346671,5,CST-1350340646,PRD-2153058415,2023-01-02,1,2.79,2.79
TX-0798429366,1,CST-2320508328,PRD-6369560548,2023-01-02,1,2.09,2.09
TX-0798429366,2,CST-2320508328,PRD-5436586436,2023-01-02,1,1.29,1.29
TX-0798429366,3,CST-2320508328,PRD-5499729245,2023-01-02,1,14.17,14.17
TX-0798429366,4,CST-2320508328,PRD-2339945852,2023-01-02,7,1.99,13.93
TX-0798429366,5,CST-2320508328,PRD-8955809870,2023-01-02,1,5.29,5.29
TX-1649543776,1,CST-1287719928,PRD-5436586436,2023-01-02,1,1.29,1.29
TX-1649543776,2,CST-1287719928,PRD-2983486300,2023-01-02,1,1.19,1.19
TX-1649543776,3,CST-1287719928,PRD-5436586436,2023-01-02,1,1.29,1.29
TX-1649543776,4,CST-1287719928,PRD-3212965604,2023-01-02,1,2.79,2.79
TX-1649543776,5,CST-1287719928,PRD-9754799456,2023-01-02,2,2.49,4.98
TX-0345384719,1,CST-9490196017,PRD-6730097512,2023-01-02,1,1.39,1.39
TX-0345384719,2,CST-9490196017,PRD-1467670880,2023-01-02,1,0.99,0.99
TX-0345384719,3,CST-9490196017,PRD-6730097512,2023-01-02,1,1.39,1.39
TX-0160950063,1,CST-9157185492,PRD-9201717665,2023-01-02,2,1.29,2.58
TX-0160950063,2,CST-9157185492,PRD-6765766263,2023-01-02,3,2.99,8.97
TX-0160950063,3,CST-9157185492,PRD-7832268154,2023-01-02,3,1.19,3.57
TX-8216202524,1,CST-0503901211,PRD-8485924360,2023-01-02,1,1.29,1.29
TX-8216202524,2,CST-0503901211,PRD-3212965604,2023-01-02,1,2.79,2.79
TX-8216202524,3,CST-0503901211,PRD-9754799456,2023-01-02,1,2.49,2.49
TX-8216202524,4,CST-0503901211,PRD-2154404090,2023-01-02,2,2.99,5.98
TX-8519449896,1,CST-0959470612,PRD-2339945852,2023-01-02,2,1.99,3.98
TX-8519449896,2,CST-0959470612,PRD-4243567932,2023-01-02,1,1.19,1.19
TX-8519449896,3,CST-0959470612,PRD-3511729810,2023-01-02,1,0.79,0.79
TX-8519449896,4,CST-0959470612,PRD-2339945852,2023-01-02,1,1.99,1.99
TX-8519449896,5,CST-0959470612,PRD-9201717665,2023-01-02,3,1.29,3.87
TX-9343332060,1,CST-7019861069,PRD-5499729245,2023-01-02,1,14.17,14.17
TX-9343332060,2,CST-7019861069,PRD-2983486300,2023-01-02,2,1.19,2.38
TX-9343332060,3,CST-7019861069,PRD-1467670880,2023-01-02,1,0.99,0.99
TX-1335745739,1,CST-3364916370,PRD-7832268154,2023-01-02,2,1.19,2.38
TX-1335745739,2,CST-3364916370,PRD-2153058415,2023-01-02,1,2.79,2.79
TX-1335745739,3,CST-3364916370,PRD-3511729810,2023-01-02,4,0.79,3.16
TX-7856464481,1,CST-1314090480,PRD-3592204158,2023-01-02,2,6.99,13.98
TX-7856464481,2,CST-1314090480,PRD-5499729245,2023-01-02,3,14.17,42.51
TX-3421676592,1,CST-9288059867,PRD-8485924360,2023-01-02,3,1.29,3.87
TX-3421676592,2,CST-9288059867,PRD-0873188194,2023-01-02,1,1.59,1.59
TX-3421676592,3,CST-9288059867,PRD-3511729810,2023-01-02,2,0.79,1.58
TX-0278676162,1,CST-7590351788,PRD-2154404090,2023-01-02,1,2.99,2.99
TX-0278676162,2,CST-7590351788,PRD-2983486300,2023-01-02,1,1.19,1.19
