transaction_id,line_id,customer_id,product_id,transaction_date,quantity,price,total
TX-9315534255,TX-9315534255-0002,CST-3969742322,PRD-2996275991,2023-01-01,2,2.09,4.18
TX-9315534255,TX-9315534255-0003,CST-3969742322,PRD-3605380219,2023-01-01,1,1.29,1.29
TX-9315534255,TX-9315534255-0004,CST-3969742322,PRD-8653060450,2023-01-01,5,1.29,6.45
TX-9315534255,TX-9315534255-0005,CST-3969742322,PRD-3365821904,2023-01-01,4,2.99,11.96
TX-6695207338,TX-6695207338-0001,CST-0256417417,PRD-3221082108,2023-01-01,1,1.19,1.19
TX-7405037042,TX-7405037042-0001,CST-2696455947,PRD-3605380219,2023-01-01,1,1.29,1.29
TX-4416297967,TX-4416297967-0001,CST-0638026380,PRD-6934012489,2023-01-01,1,0.69,0.69
TX-4416297967,TX-4416297967-0002,CST-0638026380,PRD-3365821904,2023-01-01,2,2.99,5.98
TX-4416297967,TX-4416297967-0003,CST-0638026380,PRD-6934012489,2023-01-01,2,0.69,1.38
TX-4416297967,TX-4416297967-0004,CST-0638026380,PRD-5182114600,2023-01-01,1,1.99,1.99
TX-5657561946,TX-5657561946-0001,CST-1023888012,PRD-2495259776,2023-01-01,1,2.79,2.79
TX-5657561946,TX-5657561946-0002,CST-1023888012,PRD-9272036524,2023-01-01,3,6.49,19.47
TX-5657561946,TX-5657561946-0003,CST-1023888012,PRD-3365821904,2023-01-01,6,2.99,17.94
TX-5657561946,TX-5657561946-0004,CST-1023888012,PRD-8653060450,2023-01-01,5,1.29,6.45
TX-5657561946,TX-5657561946-0005,CST-1023888012,PRD-9036649921,2023-01-01,1,2.99,2.99
TX-2336465006,TX-2336465006-0001,CST-6644891452,PRD-0909181025,2023-01-01,1,2.75,2.75
TX-2336465006,TX-2336465006-0002,CST-6644891452,PRD-6934012489,2023-01-01,1,0.69,0.69
TX-9755037271,TX-9755037271-0001,CST-6643040271,PRD-7601757841,2023-01-01,1,2.79,2.79
TX-1812866842,TX-1812866842-0001,CST-5239368742,PRD-3831087526,2023-01-01,1,14.17,14.17
TX-1812866842,TX-1812866842-0002,CST-5239368742,PRD-5827931980,2023-01-01,1,1.19,1.19
TX-1865083678,TX-1865083678-0001,CST-4495824410,PRD-8194439554,2023-01-01,5,1.19,5.95
TX-1865083678,TX-1865083678-0002,CST-4495824410,PRD-3365821904,2023-01-01,3,2.99,8.97
TX-1865083678,TX-1865083678-0003,CST-4495824410,PRD-2996275991,2023-01-01,1,2.09,2.09
TX-1865083678,TX-1865083678-0004,CST-4495824410,PRD-8371918656,2023-01-01,1,0.99,0.99
TX-1865083678,TX-1865083678-0005,CST-4495824410,PRD-3605380219,2023-01-01,1,1.29,1.29
TX-1351812886,TX-1351812886-0001,CST-7321076473,PRD-9528238239,2023-01-01,1,1.59,1.59
TX-1351812886,TX-1351812886-0002,CST-7321076473,PRD-8194439554,2023-01-01,3,1.19,3.57
TX-1351812886,TX-1351812886-0003,CST-7321076473,PRD-2495259776,2023-01-01,3,2.79,8.37
TX-1351812886,TX-1351812886-0004,CST-7321076473,PRD-3365821904,2023-01-01,1,2.99,2.99
TX-1351812886,TX-1351812886-0005,CST-7321076473,PRD-9036649921,2023-01-01,1,2.99,2.99
TX-5984523480,TX-5984523480-0001,CST-3012222436,PRD-9528238239,2023-01-01,2,1.59,3.18
TX-5984523480,TX-5984523480-0002,CST-3012222436,PRD-0909181025,2023-01-01,2,2.75,5.5
TX-4362151188,TX-4362151188-0001,CST-7329906925,PRD-5182114600,2023-01-01,3,1.99,5.97
TX-9854871048,TX-9854871048-0001,CST-8182453655,PRD-8194439554,2023-01-01,2,1.19,2.38
TX-9854871048,TX-9854871048-0002,CST-8182453655,PRD-9327622206,2023-01-01,2,1.39,2.78
TX-9854871048,TX-9854871048-0003,CST-8182453655,PRD-8371918656,2023-01-01,2,0.99,1.98
TX-4535605327,TX-4535605327-0001,CST-7227746834,PRD-3831087526,2023-01-01,1,14.17,14.17
TX-4535605327,TX-4535605327-0002,CST-7227746834,PRD-7146890460,2023-01-01,6,0.99,5.94
TX-4413910246,TX-4413910246-0001,CST-4309171667,PRD-2996275991,2023-01-01,1,2.09,2.09
TX-1347024649,TX-1347024649-0001,CST-0703678591,PRD-9153225765,2023-01-01,4,6.99,27.96
TX-1347024649,TX-1347024649-0002,CST-0703678591,PRD-5827931980,2023-01-01,1,1.19,1.19
TX-9226655635,TX-9226655635-0001,CST-2774146654,PRD-5182114600,2023-01-01,2,1.99,3.98
TX-9226655635,TX-9226655635-0002,CST-2774146654,PRD-7146890460,2023-01-01,3,0.99,2.97
TX-9226655635,TX-9226655635-0003,CST-2774146654,PRD-5827931980,2023-01-01,1,1.19,1.19
TX-9226655635,TX-9226655635-0004,CST-2774146654,PRD-3831087526,2023-01-01,2,14.17,28.34
TX-9226655635,TX-9226655635-0005,CST-2774146654,PRD-6934012489,2023-01-01,2,0.69,1.38
TX-1186796381,TX-1186796381-0001,CST-7722030051,PRD-7146890460,2023-01-01,1,0.99,0.99
TX-1186796381,TX-1186796381-0002,CST-7722030051,PRD-7601757841,2023-01-01,1,2.79,2.79
TX-1186796381,TX-1186796381-0003,CST-7722030051,PRD-3365821904,2023-01-01,1,2.99,2.99
TX-4206663967,TX-4206663967-0001,CST-1405437507,PRD-7146890460,2023-01-01,1,0.99,0.99
TX-4206663967,TX-4206663967-0002,CST-1405437507,PRD-6989027398,2023-01-01,7,0.79,5.53
TX-4206663967,TX-4206663967-0003,CST-1405437507,PRD-8371918656,2023-01-01,1,0.99,0.99
TX-4206663967,TX-4206663967-0004,CST-1405437507,PRD-5182114600,2023-01-01,1,1.99,1.99
TX-4206663967,TX-4206663967-0005,CST-1405437507,PRD-1191876454,2023-01-01,4,5.29,21.16
TX-9982871789,TX-9982871789-0001,CST-5537333770,PRD-5827931980,2023-01-01,1,1.19,1.19
TX-9982871789,TX-9982871789-0002,CST-5537333770,PRD-9327622206,2023-01-01,2,1.39,2.78
TX-0448541099,TX-0448541099-0001,CST-1665518697,PRD-3221082108,2023-01-01,2,1.19,2.38
TX-0700805146,TX-0700805146-0001,CST-0513328432,PRD-8518368548,2023-01-01,3,2.49,7.47
TX-0700805146,TX-0700805146-0002,CST-0513328432,PRD-2495259776,2023-01-01,7,2.79,19.53
TX-0700805146,TX-0700805146-0003,CST-0513328432,PRD-8518368548,2023-01-01,1,2.49,2.49
TX-5001326837,TX-5001326837-0001,CST-8070991429,PRD-3365821904,2023-01-01,1,2.99,2.99
TX-3533449598,TX-3533449598-0001,CST-8999500848,PRD-8843993334,2023-01-01,2,1.29,2.58
TX-3533449598,TX-3533449598-0002,CST-8999500848,PRD-7601757841,2023-01-01,1,2.79,2.79
TX-3533449598,TX-3533449598-0003,CST-8999500848,PRD-6934012489,2023-01-01,1,0.69,0.69
TX-3533449598,TX-3533449598-0004,CST-8999500848,PRD-8843993334,2023-01-01,3,1.29,3.87
TX-3533449598,TX-3533449598-0005,CST-8999500848,PRD-9327622206,2023-01-01,1,1.39,1.39
TX-2287996849,TX-2287996849-0001,CST-6741466324,PRD-9327622206,2023-01-01,1,1.39,1.39
TX-2287996849,TX-2287996849-0002,CST-6741466324,PRD-6934012489,2023-01-01,1,0.69,0.69
TX-2287996849,TX-2287996849-0003,CST-6741466324,PRD-3221082108,2023-01-01,1,1.19,1.19
TX-2287996849,TX-2287996849-0004,CST-6741466324,PRD-7601757841,2023-01-01,1,2.79,2.79
TX-5385109516,TX-5385109516-0001,CST-1405093551,PRD-8371918656,2023-01-01,3,0.99,2.97
TX-5385109516,TX-5385109516-0002,CST-1405093551,PRD-2996275991,2023-01-01,2,2.09,4.18
TX-5385109516,TX-5385109516-0003,CST-1405093551,PRD-3365821904,2023-01-01,1,2.99,2.99
TX-5385109516,TX-5385109516-0004,CST-1405093551,PRD-9272036524,2023-01-01,1,6.49,6.49
TX-7576858883,TX-7576858883-0001,CST-5970905433,PRD-9272036524,2023-01-01,3,6.49,19.47
TX-7576858883,TX-7576858883-0002,CST-5970905433,PRD-9153225765,2023-01-01,1,6.99,6.99
TX-7576858883,TX-7576858883-0003,CST-5970905433,PRD-3365821904,2023-01-01,1,2.99,2.99
TX-6362660327,TX-6362660327-0001,CST-5422393809,PRD-8194439554,2023-01-01,7,1.19,8.33
TX-6362660327,TX-6362660327-0002,CST-5422393809,PRD-1191876454,2023-01-01,2,5.29,10.58
TX-0739533901,TX-0739533901-0001,CST-3151003274,PRD-5827931980,2023-01-01,1,1.19,1.19
TX-0739533901,TX-0739533901-0002,CST-3151003274,PRD-8843993334,2023-01-01,1,1.29,1.29
TX-0739533901,TX-0739533901-0003,CST-3151003274,PRD-8653060450,2023-01-01,1,1.29,1.29
TX-0739533901,TX-0739533901-0004,CST-3151003274,PRD-2996275991,2023-01-01,3,2.09,6.27
TX-6764728032,TX-6764728032-0001,CST-1514883480,PRD-6934012489,2023-01-01,1,0.69,0.69
TX-6764728032,TX-6764728032-0002,CST-1514883480,PRD-8843993334,2023-01-01,2,1.29,2.58
TX-0894202785,TX-0894202785-0001,CST-5537333770,PRD-2996275991,2023-01-01,6,2.09,12.54
TX-0894202785,TX-0894202785-0002,CST-5537333770,PRD-3831087526,2023-01-01,1,14.17,14.17
TX-0894202785,TX-0894202785-0003,CST-5537333770,PRD-2996275991,2023-01-01,1,2.09,2.09
TX-6483439804,TX-6483439804-0001,CST-9046918049,PRD-3831087526,2023-01-01,7,14.17,99.19
TX-6483439804,TX-6483439804-0002,CST-9046918049,PRD-3605380219,2023-01-01,1,1.29,1.29
TX-6483439804,TX-6483439804-0003,CST-9046918049,PRD-8518368548,2023-01-01,2,2.49,4.98
TX-6483439804,TX-6483439804-0004,CST-9046918049,PRD-2495259776,2023-01-01,4,2.79,11.16
TX-6483439804,TX-6483439804-0005,CST-9046918049,PRD-7601757841,2023-01-01,1,2.79,2.79
TX-9678524563,TX-9678524563-0001,CST-2781937883,PRD-7601757841,2023-01-01,7,2.79,19.53
TX-9678524563,TX-9678524563-0002,CST-2781937883,PRD-5182114600,2023-01-01,1,1.99,1.99
TX-9678524563,TX-9678524563-0003,CST-2781937883,PRD-8194439554,2023-01-01,2,1.19,2.38
TX-5220442557,TX-5220442557-0001,CST-4918319806,PRD-8371918656,2023-01-01,2,0.99,1.98
TX-4420782292,TX-4420782292-0001,CST-3248372683,PRD-7601757841,2023-01-01,1,2.79,2.79
TX-4420782292,TX-4420782292-0002,CST-3248372683,PRD-9153225765,2023-01-01,5,6.99,34.95
TX-4323835633,TX-4323835633-0001,CST-6303536164,PRD-7146890460,2023-01-01,1,0.99,0.99
TX-4323835633,TX-4323835633-0002,CST-6303536164,PRD-5182114600,2023-01-01,1,1.99,1.99
TX-4323835633,TX-4323835633-0003,CST-6303536164,PRD-8653060450,2023-01-01,7,1.29,9.03
TX-4323835633,TX-4323835633-0004,CST-6303536164,PRD-5827931980,2023-01-01,2,1.19,2.38
TX-4323835633,TX-4323835633-0005,CST-6303536164,PRD-8843993334,2023-01-01,1,1.29,1.29
TX-9002431631,TX-9002431631-0001,CST-5210790527,PRD-6934012489,2023-01-01,1,0.69,0.69
TX-9002431631,TX-9002431631-0002,CST-5210790527,PRD-8653060450,2023-01-01,1,1.29,1.29
TX-9002431631,TX-9002431631-0003,CST-5210790527,PRD-6934012489,2023-01-01,1,0.69,0.69
TX-9002431631,TX-9002431631-0004,CST-5210790527,PRD-6934012489,2023-01-01,1,0.69,0.69
TX-9002431631,TX-9002431631-0005,CST-5210790527,PRD-8194439554,2023-01-01,1,1.19,1.19
TX-6930269170,TX-6930269170-0001,CST-3676101191,PRD-6934012489,2023-01-01,1,0.69,0.69
TX-5169180250,TX-5169180250-0001,CST-3887914844,PRD-5182114600,2023-01-01,1,1.99,1.99
TX-5169180250,TX-5169180250-0002,CST-3887914844,PRD-3365821904,2023-01-01,4,2.99,11.96
TX-5169180250,TX-5169180250-0003,CST-3887914844,PRD-8653060450,2023-01-01,1,1.29,1.29
TX-5169180250,TX-5169180250-0004,CST-3887914844,PRD-6934012489,2023-01-01,2,0.69,1.38
TX-7693304393,TX-7693304393-0001,CST-2538388880,PRD-2996275991,2023-01-01,1,2.09,2.09
TX-7693304393,TX-7693304393-0002,CST-2538388880,PRD-2495259776,2023-01-01,1,2.79,2.79
TX-7865947050,TX-7865947050-0001,CST-8956007418,PRD-1191876454,2023-01-01,4,5.29,21.16
TX-7865947050,TX-7865947050-0002,CST-8956007418,PRD-5827931980,2023-01-01,2,1.19,2.38
TX-7865947050,TX-7865947050-0003,CST-8956007418,PRD-5827931980,2023-01-01,1,1.19,1.19
TX-7865947050,TX-7865947050-0004,CST-8956007418,PRD-6934012489,2023-01-01,1,0.69,0.69
TX-7865947050,TX-7865947050-0005,CST-8956007418,PRD-5182114600,2023-01-01,3,1.99,5.97
TX-1514128567,TX-1514128567-0001,CST-0513328432,PRD-9036649921,2023-01-01,2,2.99,5.98
TX-1514128567,TX-1514128567-0002,CST-0513328432,PRD-6934012489,2023-01-01,2,0.69,1.38
TX-1514128567,TX-1514128567-0003,CST-0513328432,PRD-3365821904,2023-01-01,1,2.99,2.99
TX-1514128567,TX-1514128567-0004,CST-0513328432,PRD-2996275991,2023-01-01,2,2.09,4.18
TX-1514128567,TX-1514128567-0005,CST-0513328432,PRD-9528238239,2023-01-01,1,1.59,1.59
TX-5833136912,TX-5833136912-0001,CST-3103590962,PRD-9528238239,2023-01-01,4,1.59,6.36
TX-5833136912,TX-5833136912-0002,CST-3103590962,PRD-8518368548,2023-01-01,1,2.49,2.49
TX-5833136912,TX-5833136912-0003,CST-3103590962,PRD-9327622206,2023-01-01,5,1.39,6.95
TX-5833136912,TX-5833136912-0004,CST-3103590962,PRD-2495259776,2023-01-01,2,2.79,5.58
TX-4438640981,TX-4438640981-0001,CST-6303536164,PRD-7146890460,2023-01-01,1,0.99,0.99
TX-3594494857,TX-3594494857-0001,CST-8814194289,PRD-8371918656,2023-01-01,1,0.99,0.99
TX-3594494857,TX-3594494857-0002,CST-8814194289,PRD-6989027398,2023-01-01,1,0.79,0.79
TX-3594494857,TX-3594494857-0003,CST-8814194289,PRD-1191876454,2023-01-01,5,5.29,26.45
TX-3594494857,TX-3594494857-0004,CST-8814194289,PRD-3831087526,2023-01-01,1,14.17,14.17
TX-3594494857,TX-3594494857-0005,CST-8814194289,PRD-8653060450,2023-01-01,2,1.29,2.58
TX-9851536729,TX-9851536729-0001,CST-6183246719,PRD-1191876454,2023-01-01,6,5.29,31.74
TX-9851536729,TX-9851536729-0002,CST-6183246719,PRD-3221082108,2023-01-01,2,1.19,2.38
TX-9851536729,TX-9851536729-0003,CST-6183246719,PRD-2996275991,2023-01-01,2,2.09,4.18
TX-2456116005,TX-2456116005-0001,CST-6673054307,PRD-3831087526,2023-01-01,1,14.17,14.17
TX-2456116005,TX-2456116005-0002,CST-6673054307,PRD-9528238239,2023-01-01,1,1.59,1.59
TX-2456116005,TX-2456116005-0003,CST-6673054307,PRD-2495259776,2023-01-01,1,2.79,2.79
TX-2456116005,TX-2456116005-0004,CST-6673054307,PRD-9528238239,2023-01-01,1,1.59,1.59
TX-2456116005,TX-2456116005-0005,CST-6673054307,PRD-8518368548,2023-01-01,1,2.49,2.49
TX-8686903429,TX-8686903429-0001,CST-5244392848,PRD-5182114600,2023-01-01,1,1.99,1.99
TX-8686903429,TX-8686903429-0002,CST-5244392848,PRD-0909181025,2023-01-01,4,2.75,11.0
TX-8686903429,TX-8686903429-0003,CST-5244392848,PRD-6989027398,2023-01-01,1,0.79,0.79
TX-8686903429,TX-8686903429-0004,CST-5244392848,PRD-3365821904,2023-01-01,2,2.99,5.98
TX-0679741394,TX-0679741394-0001,CST-6673054307,PRD-6989027398,2023-01-01,2,0.79,1.58
TX-0679741394,TX-0679741394-0002,CST-6673054307,PRD-1191876454,2023-01-01,4,5.29,21.16
TX-0679741394,TX-0679741394-0003,CST-6673054307,PRD-2495259776,2023-01-01,1,2.79,2.79
TX-5200595908,TX-5200595908-0001,CST-4078170822,PRD-2495259776,2023-01-01,1,2.79,2.79
TX-5200595908,TX-5200595908-0002,CST-4078170822,PRD-2996275991,2023-01-01,1,2.09,2.09
TX-5200595908,TX-5200595908-0003,CST-4078170822,PRD-3365821904,2023-01-01,1,2.99,2.99
TX-5200595908,TX-5200595908-0004,CST-4078170822,PRD-2996275991,2023-01-01,1,2.09,2.09
TX-2618365670,TX-2618365670-0001,CST-9859945007,PRD-6989027398,2023-01-01,2,0.79,1.58
TX-0708175774,TX-0708175774-0001,CST-4257947274,PRD-3831087526,2023-01-01,4,14.17,56.68
TX-0708175774,TX-0708175774-0002,CST-4257947274,PRD-2996275991,2023-01-01,3,2.09,6.27
TX-2674200713,TX-2674200713-0001,CST-8940022141,PRD-3605380219,2023-01-01,1,1.29,1.29
TX-2674200713,TX-2674200713-0002,CST-8940022141,PRD-8194439554,2023-01-01,1,1.19,1.19
TX-2674200713,TX-2674200713-0003,CST-8940022141,PRD-7601757841,2023-01-01,1,2.79,2.79
TX-0822750140,TX-0822750140-0001,CST-7722030051,PRD-9272036524,2023-01-01,2,6.49,12.98
TX-0822750140,TX-0822750140-0002,CST-7722030051,PRD-8843993334,2023-01-01,2,1.29,2.58
TX-0822750140,TX-0822750140-0003,CST-7722030051,PRD-8371918656,2023-01-01,2,0.99,1.98
TX-7177207436,TX-7177207436-0001,CST-3458146337,PRD-7146890460,2023-01-01,3,0.99,2.97
TX-7177207436,TX-7177207436-0002,CST-3458146337,PRD-9153225765,2023-01-01,1,6.99,6.99
TX-7177207436,TX-7177207436-0003,CST-3458146337,PRD-9528238239,2023-01-01,6,1.59,9.54
TX-7177207436,TX-7177207436-0004,CST-3458146337,PRD-8843993334,2023-01-01,1,1.29,1.29
TX-7923000448,TX-7923000448-0001,CST-6399590717,PRD-9036649921,2023-01-01,1,2.99,2.99
TX-7923000448,TX-7923000448-0002,CST-6399590717,PRD-1191876454,2023-01-01,1,5.29,5.29
TX-7923000448,TX-7923000448-0003,CST-6399590717,PRD-7601757841,2023-01-01,3,2.79,8.37
TX-7923000448,TX-7923000448-0004,CST-6399590717,PRD-7601757841,2023-01-01,2,2.79,5.58
TX-7923000448,TX-7923000448-0005,CST-6399590717,PRD-9153225765,2023-01-01,1,6.99,6.99
TX-0357718691,TX-0357718691-0001,CST-0234873013,PRD-2996275991,2023-01-01,1,2.09,2.09
TX-0357718691,TX-0357718691-0002,CST-0234873013,PRD-5827931980,2023-01-01,6,1.19,7.14
TX-0357718691,TX-0357718691-0003,CST-0234873013,PRD-8194439554,2023-01-01,7,1.19,8.33
TX-6322591446,TX-6322591446-0001,CST-5319366921,PRD-9528238239,2023-01-01,3,1.59,4.77
TX-8564743105,TX-8564743105-0001,CST-5202567500,PRD-9272036524,2023-01-01,1,6.49,6.49
TX-8564743105,TX-8564743105-0002,CST-5202567500,PRD-9272036524,2023-01-01,1,6.49,6.49
TX-4714946861,TX-4714946861-0001,CST-8805760645,PRD-5182114600,2023-01-01,3,1.99,5.97
TX-4714946861,TX-4714946861-0002,CST-8805760645,PRD-6934012489,2023-01-01,3,0.69,2.07
TX-2692866812,TX-2692866812-0001,CST-7013360262,PRD-8194439554,2023-01-01,2,1.19,2.38
TX-2692866812,TX-2692866812-0002,CST-7013360262,PRD-2495259776,2023-01-01,6,2.79,16.74
TX-2692866812,TX-2692866812-0003,CST-7013360262,PRD-5827931980,2023-01-01,1,1.19,1.19
TX-2692866812,TX-2692866812-0004,CST-7013360262,PRD-7146890460,2023-01-01,2,0.99,1.98
TX-2692866812,TX-2692866812-0005,CST-7013360262,PRD-5827931980,2023-01-01,3,1.19,3.57
TX-1282589295,TX-1282589295-0001,CST-6591908100,PRD-0909181025,2023-01-01,1,2.75,2.75
TX-1282589295,TX-1282589295-0002,CST-6591908100,PRD-3831087526,2023-01-01,1,14.17,14.17
TX-3384534780,TX-3384534780-0001,CST-2696455947,PRD-7146890460,2023-01-01,1,0.99,0.99
TX-3384534780,TX-3384534780-0002,CST-2696455947,PRD-9327622206,2023-01-01,1,1.39,1.39
TX-3384534780,TX-3384534780-0003,CST-2696455947,PRD-8371918656,2023-01-01,4,0.99,3.96
TX-3384534780,TX-3384534780-0004,CST-2696455947,PRD-3605380219,2023-01-01,2,1.29,2.58
TX-3384534780,TX-3384534780-0005,CST-2696455947,PRD-1191876454,2023-01-01,2,5.29,10.58
TX-0378961044,TX-0378961044-0001,CST-0357072681,PRD-1191876454,2023-01-01,1,5.29,5.29
TX-7293879897,TX-7293879897-0001,CST-4309171667,PRD-7146890460,2023-01-01,1,0.99,0.99
TX-7293879897,TX-7293879897-0002,CST-4309171667,PRD-8518368548,2023-01-01,4,2.49,9.96
TX-7293879897,TX-7293879897-0003,CST-4309171667,PRD-7601757841,2023-01-01,7,2.79,19.53
TX-7293879897,TX-7293879897-0004,CST-4309171667,PRD-2495259776,2023-01-01,2,2.79,5.58
TX-7293879897,TX-7293879897-0005,CST-4309171667,PRD-1191876454,2023-01-01,2,5.29,10.58
TX-0426886428,TX-0426886428-0001,CST-1231585208,PRD-8653060450,2023-01-01,1,1.29,1.29
TX-0426886428,TX-0426886428-0002,CST-1231585208,PRD-3221082108,2023-01-01,1,1.19,1.19
TX-7086204755,TX-7086204755-0001,CST-4672573925,PRD-8518368548,2023-01-01,1,2.49,2.49
TX-5029593414,TX-5029593414-0001,CST-4974747449,PRD-8653060450,2023-01-01,3,1.29,3.87
TX-5029593414,TX-5029593414-0002,CST-4974747449,PRD-1191876454,2023-01-01,1,5.29,5.29
TX-5029593414,TX-5029593414-0003,CST-4974747449,PRD-0909181025,2023-01-01,1,2.75,2.75
TX-0149948661,TX-0149948661-0001,CST-2154691517,PRD-8371918656,2023-01-01,1,0.99,0.99
TX-0149948661,TX-0149948661-0002,CST-2154691517,PRD-8371918656,2023-01-01,1,0.99,0.99
TX-0149948661,TX-0149948661-0003,CST-2154691517,PRD-8194439554,2023-01-01,1,1.19,1.19
TX-0149948661,TX-0149948661-0004,CST-2154691517,PRD-8194439554,2023-01-01,1,1.19,1.19
TX-0149948661,TX-0149948661-0005,CST-2154691517,PRD-7601757841,2023-01-01,2,2.79,5.58
TX-8323897483,TX-8323897483-0001,CST-5476821230,PRD-8518368548,2023-01-01,2,2.49,4.98
TX-8323897483,TX-8323897483-0002,CST-5476821230,PRD-8843993334,2023-01-01,4,1.29,5.16
TX-2834834347,TX-2834834347-0001,CST-6399590717,PRD-3221082108,2023-01-01,1,1.19,1.19
TX-0043184459,TX-0043184459-0001,CST-5826264145,PRD-7146890460,2023-01-01,3,0.99,2.97
TX-0043184459,TX-0043184459-0002,CST-5826264145,PRD-6934012489,2023-01-01,3,0.69,2.07
TX-0043184459,TX-0043184459-0003,CST-5826264145,PRD-2996275991,2023-01-01,1,2.09,2.09
TX-0043184459,TX-0043184459-0004,CST-5826264145,PRD-7601757841,2023-01-01,1,2.79,2.79
TX-0043184459,TX-0043184459-0005,CST-5826264145,PRD-8843993334,2023-01-01,5,1.29,6.45
TX-4538975683,TX-4538975683-0001,CST-5612292952,PRD-8371918656,2023-01-01,2,0.99,1.98
TX-4538975683,TX-4538975683-0002,CST-5612292952,PRD-3221082108,2023-01-01,2,1.19,2.38
TX-4538975683,TX-4538975683-0003,CST-5612292952,PRD-1191876454,2023-01-01,2,5.29,10.58
TX-3497056590,TX-3497056590-0001,CST-5996531200,PRD-7601757841,2023-01-01,2,2.79,5.58
TX-9404847805,TX-9404847805-0001,CST-1013929259,PRD-3221082108,2023-01-01,4,1.19,4.76
TX-1207361513,TX-1207361513-0001,CST-5970905433,PRD-8371918656,2023-01-01,3,0.99,2.97
TX-1207361513,TX-1207361513-0002,CST-5970905433,PRD-7601757841,2023-01-01,3,2.79,8.37
TX-1207361513,TX-1207361513-0003,CST-5970905433,PRD-0909181025,2023-01-01,3,2.75,8.25
TX-4811478397,TX-4811478397-0001,CST-5476821230,PRD-6934012489,2023-01-01,2,0.69,1.38
TX-4811478397,TX-4811478397-0002,CST-5476821230,PRD-1191876454,2023-01-01,2,5.29,10.58
TX-7419173472,TX-7419173472-0001,CST-7458362642,PRD-3221082108,2023-01-01,1,1.19,1.19
TX-3823668526,TX-3823668526-0001,CST-1262060729,PRD-8653060450,2023-01-01,2,1.29,2.58
